schno,school,span,group,domain,construct,favorability,count
490,Lau (Gordon J) ES,Elementary,ELL,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",71,78
490,Lau (Gordon J) ES,Elementary,ELL,Culture/Climate,Safety,46,78
490,Lau (Gordon J) ES,Elementary,ELL,Culture/Climate,Sense of Belonging (School Connectedness),63,78
490,Lau (Gordon J) ES,Elementary,ELL,Social-Emotional Learning,Growth Mindset,45,78
490,Lau (Gordon J) ES,Elementary,ELL,Social-Emotional Learning,Self-Efficacy,32,78
490,Lau (Gordon J) ES,Elementary,ELL,Social-Emotional Learning,Self-Management,59,78
490,Lau (Gordon J) ES,Elementary,ELL,Social-Emotional Learning,Social Awareness,57,78
490,Lau (Gordon J) ES,Elementary,Low SES,Culture/Climate,Climate of Support for Academic Learning,77,158
490,Lau (Gordon J) ES,Elementary,Low SES,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",79,158
490,Lau (Gordon J) ES,Elementary,Low SES,Culture/Climate,Safety,55,158
490,Lau (Gordon J) ES,Elementary,Low SES,Culture/Climate,Sense of Belonging (School Connectedness),73,158
490,Lau (Gordon J) ES,Elementary,Low SES,Social-Emotional Learning,Growth Mindset,50,158
490,Lau (Gordon J) ES,Elementary,Low SES,Social-Emotional Learning,Self-Efficacy,40,158
490,Lau (Gordon J) ES,Elementary,Low SES,Social-Emotional Learning,Self-Management,68,158
490,Lau (Gordon J) ES,Elementary,Low SES,Social-Emotional Learning,Social Awareness,60,158
490,Lau (Gordon J) ES,Elementary,School,Culture/Climate,Climate of Support for Academic Learning,77,
490,Lau (Gordon J) ES,Elementary,School,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",78,
490,Lau (Gordon J) ES,Elementary,School,Culture/Climate,Safety,55,
490,Lau (Gordon J) ES,Elementary,School,Culture/Climate,Sense of Belonging (School Connectedness),71,
490,Lau (Gordon J) ES,Elementary,School,Social-Emotional Learning,Growth Mindset,49,
490,Lau (Gordon J) ES,Elementary,School,Social-Emotional Learning,Self-Efficacy,38,
490,Lau (Gordon J) ES,Elementary,School,Social-Emotional Learning,Self-Management,68,
490,Lau (Gordon J) ES,Elementary,School,Social-Emotional Learning,Social Awareness,58,
493,S.F. Community ES,Elementary,Hispanic/Latino,Culture/Climate,Climate of Support for Academic Learning,73,28
493,S.F. Community ES,Elementary,Hispanic/Latino,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",67,28
493,S.F. Community ES,Elementary,Hispanic/Latino,Culture/Climate,Safety,56,28
493,S.F. Community ES,Elementary,Hispanic/Latino,Culture/Climate,Sense of Belonging (School Connectedness),57,28
493,S.F. Community ES,Elementary,Hispanic/Latino,Social-Emotional Learning,Growth Mindset,52,28
493,S.F. Community ES,Elementary,Hispanic/Latino,Social-Emotional Learning,Self-Efficacy,51,28
493,S.F. Community ES,Elementary,Hispanic/Latino,Social-Emotional Learning,Self-Management,61,28
493,S.F. Community ES,Elementary,Hispanic/Latino,Social-Emotional Learning,Social Awareness,55,28
493,S.F. Community ES,Elementary,Low SES,Culture/Climate,Climate of Support for Academic Learning,71,37
493,S.F. Community ES,Elementary,Low SES,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",67,37
493,S.F. Community ES,Elementary,Low SES,Culture/Climate,Safety,60,37
493,S.F. Community ES,Elementary,Low SES,Culture/Climate,Sense of Belonging (School Connectedness),59,37
493,S.F. Community ES,Elementary,Low SES,Social-Emotional Learning,Growth Mindset,52,37
493,S.F. Community ES,Elementary,Low SES,Social-Emotional Learning,Self-Efficacy,50,37
493,S.F. Community ES,Elementary,Low SES,Social-Emotional Learning,Self-Management,63,37
493,S.F. Community ES,Elementary,Low SES,Social-Emotional Learning,Social Awareness,58,37
493,S.F. Community ES,Elementary,School,Culture/Climate,Climate of Support for Academic Learning,77,
493,S.F. Community ES,Elementary,School,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",71,
493,S.F. Community ES,Elementary,School,Culture/Climate,Safety,61,
493,S.F. Community ES,Elementary,School,Culture/Climate,Sense of Belonging (School Connectedness),61,
493,S.F. Community ES,Elementary,School,Social-Emotional Learning,Growth Mindset,59,
493,S.F. Community ES,Elementary,School,Social-Emotional Learning,Self-Efficacy,56,
493,S.F. Community ES,Elementary,School,Social-Emotional Learning,Self-Management,68,
493,S.F. Community ES,Elementary,School,Social-Emotional Learning,Social Awareness,64,
493,S.F. Community ES,Middle,Hispanic/Latino,Culture/Climate,Climate of Support for Academic Learning,68,32
493,S.F. Community ES,Middle,Hispanic/Latino,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",46,32
493,S.F. Community ES,Middle,Hispanic/Latino,Culture/Climate,Safety,38,32
493,S.F. Community ES,Middle,Hispanic/Latino,Culture/Climate,Sense of Belonging (School Connectedness),41,32
493,S.F. Community ES,Middle,Hispanic/Latino,Social-Emotional Learning,Growth Mindset,54,32
493,S.F. Community ES,Middle,Hispanic/Latino,Social-Emotional Learning,Self-Efficacy,42,32
493,S.F. Community ES,Middle,Hispanic/Latino,Social-Emotional Learning,Self-Management,55,32
493,S.F. Community ES,Middle,Hispanic/Latino,Social-Emotional Learning,Social Awareness,47,32
493,S.F. Community ES,Middle,Low SES,Culture/Climate,Climate of Support for Academic Learning,66,41
493,S.F. Community ES,Middle,Low SES,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",51,41
493,S.F. Community ES,Middle,Low SES,Culture/Climate,Safety,45,41
493,S.F. Community ES,Middle,Low SES,Culture/Climate,Sense of Belonging (School Connectedness),47,41
493,S.F. Community ES,Middle,Low SES,Social-Emotional Learning,Growth Mindset,56,41
493,S.F. Community ES,Middle,Low SES,Social-Emotional Learning,Self-Efficacy,51,41
493,S.F. Community ES,Middle,Low SES,Social-Emotional Learning,Self-Management,60,41
493,S.F. Community ES,Middle,Low SES,Social-Emotional Learning,Social Awareness,48,41
493,S.F. Community ES,Middle,School,Culture/Climate,Climate of Support for Academic Learning,66,
493,S.F. Community ES,Middle,School,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",49,
493,S.F. Community ES,Middle,School,Culture/Climate,Safety,45,
493,S.F. Community ES,Middle,School,Culture/Climate,Sense of Belonging (School Connectedness),48,
493,S.F. Community ES,Middle,School,Social-Emotional Learning,Growth Mindset,56,
493,S.F. Community ES,Middle,School,Social-Emotional Learning,Self-Efficacy,58,
493,S.F. Community ES,Middle,School,Social-Emotional Learning,Self-Management,65,
493,S.F. Community ES,Middle,School,Social-Emotional Learning,Social Awareness,50,
497,Webster ES,Elementary,Hispanic/Latino,Culture/Climate,Climate of Support for Academic Learning,80,39
497,Webster ES,Elementary,Hispanic/Latino,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",76,39
497,Webster ES,Elementary,Hispanic/Latino,Culture/Climate,Safety,68,39
497,Webster ES,Elementary,Hispanic/Latino,Culture/Climate,Sense of Belonging (School Connectedness),75,39
497,Webster ES,Elementary,Hispanic/Latino,Social-Emotional Learning,Growth Mindset,58,39
497,Webster ES,Elementary,Hispanic/Latino,Social-Emotional Learning,Self-Efficacy,62,39
497,Webster ES,Elementary,Hispanic/Latino,Social-Emotional Learning,Self-Management,71,39
497,Webster ES,Elementary,Hispanic/Latino,Social-Emotional Learning,Social Awareness,69,39
497,Webster ES,Elementary,Low SES,Culture/Climate,Climate of Support for Academic Learning,78,48
497,Webster ES,Elementary,Low SES,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",71,48
497,Webster ES,Elementary,Low SES,Culture/Climate,Safety,68,48
497,Webster ES,Elementary,Low SES,Culture/Climate,Sense of Belonging (School Connectedness),69,48
497,Webster ES,Elementary,Low SES,Social-Emotional Learning,Growth Mindset,63,48
497,Webster ES,Elementary,Low SES,Social-Emotional Learning,Self-Efficacy,60,48
497,Webster ES,Elementary,Low SES,Social-Emotional Learning,Self-Management,65,48
497,Webster ES,Elementary,Low SES,Social-Emotional Learning,Social Awareness,63,48
497,Webster ES,Elementary,School,Culture/Climate,Climate of Support for Academic Learning,77,
497,Webster ES,Elementary,School,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",70,
497,Webster ES,Elementary,School,Culture/Climate,Safety,64,
497,Webster ES,Elementary,School,Culture/Climate,Sense of Belonging (School Connectedness),70,
497,Webster ES,Elementary,School,Social-Emotional Learning,Growth Mindset,68,
497,Webster ES,Elementary,School,Social-Emotional Learning,Self-Efficacy,66,
497,Webster ES,Elementary,School,Social-Emotional Learning,Self-Management,70,
497,Webster ES,Elementary,School,Social-Emotional Learning,Social Awareness,66,
505,Milk (Harvey) ES,Elementary,Low SES,Culture/Climate,Climate of Support for Academic Learning,80,30
505,Milk (Harvey) ES,Elementary,Low SES,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",71,30
505,Milk (Harvey) ES,Elementary,Low SES,Culture/Climate,Safety,49,30
505,Milk (Harvey) ES,Elementary,Low SES,Culture/Climate,Sense of Belonging (School Connectedness),69,30
505,Milk (Harvey) ES,Elementary,Low SES,Social-Emotional Learning,Growth Mindset,54,30
505,Milk (Harvey) ES,Elementary,Low SES,Social-Emotional Learning,Self-Efficacy,69,30
505,Milk (Harvey) ES,Elementary,Low SES,Social-Emotional Learning,Self-Management,61,30
505,Milk (Harvey) ES,Elementary,Low SES,Social-Emotional Learning,Social Awareness,67,30
505,Milk (Harvey) ES,Elementary,School,Culture/Climate,Climate of Support for Academic Learning,88,
505,Milk (Harvey) ES,Elementary,School,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",75,
505,Milk (Harvey) ES,Elementary,School,Culture/Climate,Safety,56,
505,Milk (Harvey) ES,Elementary,School,Culture/Climate,Sense of Belonging (School Connectedness),73,
505,Milk (Harvey) ES,Elementary,School,Social-Emotional Learning,Growth Mindset,68,
505,Milk (Harvey) ES,Elementary,School,Social-Emotional Learning,Self-Efficacy,78,
505,Milk (Harvey) ES,Elementary,School,Social-Emotional Learning,Self-Management,72,
505,Milk (Harvey) ES,Elementary,School,Social-Emotional Learning,Social Awareness,74,
507,Drew CP Acdmy,Elementary,African American,Culture/Climate,Climate of Support for Academic Learning,79,37
507,Drew CP Acdmy,Elementary,African American,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",68,37
507,Drew CP Acdmy,Elementary,African American,Culture/Climate,Safety,53,37
507,Drew CP Acdmy,Elementary,African American,Culture/Climate,Sense of Belonging (School Connectedness),64,37
507,Drew CP Acdmy,Elementary,African American,Social-Emotional Learning,Growth Mindset,60,37
507,Drew CP Acdmy,Elementary,African American,Social-Emotional Learning,Self-Efficacy,69,37
507,Drew CP Acdmy,Elementary,African American,Social-Emotional Learning,Self-Management,56,37
507,Drew CP Acdmy,Elementary,African American,Social-Emotional Learning,Social Awareness,65,37
507,Drew CP Acdmy,Elementary,Low SES,Culture/Climate,Climate of Support for Academic Learning,78,46
507,Drew CP Acdmy,Elementary,Low SES,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",66,46
507,Drew CP Acdmy,Elementary,Low SES,Culture/Climate,Safety,57,46
507,Drew CP Acdmy,Elementary,Low SES,Culture/Climate,Sense of Belonging (School Connectedness),66,46
507,Drew CP Acdmy,Elementary,Low SES,Social-Emotional Learning,Growth Mindset,60,46
507,Drew CP Acdmy,Elementary,Low SES,Social-Emotional Learning,Self-Efficacy,69,46
507,Drew CP Acdmy,Elementary,Low SES,Social-Emotional Learning,Self-Management,58,46
507,Drew CP Acdmy,Elementary,Low SES,Social-Emotional Learning,Social Awareness,68,46
507,Drew CP Acdmy,Elementary,School,Culture/Climate,Climate of Support for Academic Learning,78,
507,Drew CP Acdmy,Elementary,School,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",68,
507,Drew CP Acdmy,Elementary,School,Culture/Climate,Safety,56,
507,Drew CP Acdmy,Elementary,School,Culture/Climate,Sense of Belonging (School Connectedness),66,
507,Drew CP Acdmy,Elementary,School,Social-Emotional Learning,Growth Mindset,61,
507,Drew CP Acdmy,Elementary,School,Social-Emotional Learning,Self-Efficacy,69,
507,Drew CP Acdmy,Elementary,School,Social-Emotional Learning,Self-Management,59,
507,Drew CP Acdmy,Elementary,School,Social-Emotional Learning,Social Awareness,66,
509,Chinese Immersion ES,Elementary,Asian,Culture/Climate,Climate of Support for Academic Learning,74,84
509,Chinese Immersion ES,Elementary,Asian,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",74,84
509,Chinese Immersion ES,Elementary,Asian,Culture/Climate,Safety,68,84
509,Chinese Immersion ES,Elementary,Asian,Culture/Climate,Sense of Belonging (School Connectedness),74,84
509,Chinese Immersion ES,Elementary,Asian,Social-Emotional Learning,Growth Mindset,62,84
509,Chinese Immersion ES,Elementary,Asian,Social-Emotional Learning,Self-Efficacy,46,84
509,Chinese Immersion ES,Elementary,Asian,Social-Emotional Learning,Self-Management,71,84
509,Chinese Immersion ES,Elementary,Asian,Social-Emotional Learning,Social Awareness,60,84
509,Chinese Immersion ES,Elementary,Low SES,Culture/Climate,Climate of Support for Academic Learning,72,21
509,Chinese Immersion ES,Elementary,Low SES,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",69,21
509,Chinese Immersion ES,Elementary,Low SES,Culture/Climate,Safety,61,21
509,Chinese Immersion ES,Elementary,Low SES,Culture/Climate,Sense of Belonging (School Connectedness),65,21
509,Chinese Immersion ES,Elementary,Low SES,Social-Emotional Learning,Growth Mindset,65,21
509,Chinese Immersion ES,Elementary,Low SES,Social-Emotional Learning,Self-Efficacy,40,21
509,Chinese Immersion ES,Elementary,Low SES,Social-Emotional Learning,Self-Management,65,21
509,Chinese Immersion ES,Elementary,Low SES,Social-Emotional Learning,Social Awareness,54,21
509,Chinese Immersion ES,Elementary,School,Culture/Climate,Climate of Support for Academic Learning,71,
509,Chinese Immersion ES,Elementary,School,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",73,
509,Chinese Immersion ES,Elementary,School,Culture/Climate,Safety,66,
509,Chinese Immersion ES,Elementary,School,Culture/Climate,Sense of Belonging (School Connectedness),71,
509,Chinese Immersion ES,Elementary,School,Social-Emotional Learning,Growth Mindset,64,
509,Chinese Immersion ES,Elementary,School,Social-Emotional Learning,Self-Efficacy,47,
509,Chinese Immersion ES,Elementary,School,Social-Emotional Learning,Self-Management,73,
509,Chinese Immersion ES,Elementary,School,Social-Emotional Learning,Social Awareness,62,
509,Chinese Immersion ES,Elementary,White,Culture/Climate,Climate of Support for Academic Learning,66,24
509,Chinese Immersion ES,Elementary,White,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",68,24
509,Chinese Immersion ES,Elementary,White,Culture/Climate,Safety,60,24
509,Chinese Immersion ES,Elementary,White,Culture/Climate,Sense of Belonging (School Connectedness),59,24
509,Chinese Immersion ES,Elementary,White,Social-Emotional Learning,Growth Mindset,65,24
509,Chinese Immersion ES,Elementary,White,Social-Emotional Learning,Self-Efficacy,57,24
509,Chinese Immersion ES,Elementary,White,Social-Emotional Learning,Self-Management,74,24
509,Chinese Immersion ES,Elementary,White,Social-Emotional Learning,Social Awareness,70,24
513,Taylor (E.R.) ES,Elementary,Asian,Culture/Climate,Climate of Support for Academic Learning,77,127
513,Taylor (E.R.) ES,Elementary,Asian,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",72,127
513,Taylor (E.R.) ES,Elementary,Asian,Culture/Climate,Safety,51,127
513,Taylor (E.R.) ES,Elementary,Asian,Culture/Climate,Sense of Belonging (School Connectedness),64,127
513,Taylor (E.R.) ES,Elementary,Asian,Social-Emotional Learning,Growth Mindset,57,127
513,Taylor (E.R.) ES,Elementary,Asian,Social-Emotional Learning,Self-Efficacy,47,127
513,Taylor (E.R.) ES,Elementary,Asian,Social-Emotional Learning,Self-Management,68,127
513,Taylor (E.R.) ES,Elementary,Asian,Social-Emotional Learning,Social Awareness,58,127
513,Taylor (E.R.) ES,Elementary,ELL,Culture/Climate,Climate of Support for Academic Learning,68,97
513,Taylor (E.R.) ES,Elementary,ELL,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",68,97
513,Taylor (E.R.) ES,Elementary,ELL,Culture/Climate,Safety,42,97
513,Taylor (E.R.) ES,Elementary,ELL,Culture/Climate,Sense of Belonging (School Connectedness),64,97
513,Taylor (E.R.) ES,Elementary,ELL,Social-Emotional Learning,Growth Mindset,42,97
513,Taylor (E.R.) ES,Elementary,ELL,Social-Emotional Learning,Self-Efficacy,36,97
513,Taylor (E.R.) ES,Elementary,ELL,Social-Emotional Learning,Self-Management,53,97
513,Taylor (E.R.) ES,Elementary,ELL,Social-Emotional Learning,Social Awareness,56,97
513,Taylor (E.R.) ES,Elementary,Hispanic/Latino,Culture/Climate,Climate of Support for Academic Learning,69,68
513,Taylor (E.R.) ES,Elementary,Hispanic/Latino,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",69,68
513,Taylor (E.R.) ES,Elementary,Hispanic/Latino,Culture/Climate,Safety,46,68
513,Taylor (E.R.) ES,Elementary,Hispanic/Latino,Culture/Climate,Sense of Belonging (School Connectedness),68,68
